text,label
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, fakat sorunum çözüldü.",2
Şu an hattınızda aktif bir görünmüyor.,1
"iki gündür sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden sorunum cözüldü.",2
bir saattir wifi hata veriyor. ancak artık sabrım kalmadı.,0
sabahdan beri bağlantım çalışmıyor. ama kimse ilgilenmedi.,0
sabahdan beri wifi çalışmıyor. çünkü kimse ilgilenmedi.,0
"İşleminiz onay surecindedir, lutfen hattan ayrılmayın.",1
"iki sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü teşekkür ederim.",2
"Selamlar Ceren Bey, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"İyi çalışmalar Ayşe , fatura servisinden arıyorum. işlemi başlatıyorum.",1
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sağ olun.",2
"İyi çalışmalar Ahmet Hanım, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"bir saattir sorun yaşıyordum. bilgilerinizi teyit eder misiniz, ama sağ olun.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
iki gündür internetim hata veriyor. çünkü kimse ilgilenmedi.,0
iki gündür wifi hata veriyor. çünkü iptal etmeyi düşünüyorum.,0
bir saattir fiber hat veriyor. çünkü böyle hizmet olmaz.,0
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden beklediğimden çözüldü.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"sabahdan beri sorun yaşiyordum. sistemi kontrol ediyorum, bu yuzden teşekkur ederim.",2
dünden beri wifi çok yavaş. bu yüzden artık sabrım kalmadı.,0
bir saattir bağlantım ışıklar yanmıyor. bu yüzden gerçekten mağdur oldum.,0
sabahdan beri modem çalışmıyor. ama artık sabrım kalmadı.,0
iki gundur modem cok yavas. fakat artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ama çok teşekkürler.",2
"İyi akşamlar Uğur Hanım, teknik destekten arıyorum. sistemi kontrol ediyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, fakat çok memnun kaldım.",2
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ancak elinize saglık.",2
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, ancak çok memnun kaldım.",2
bir saattir ev interneti sürekli kopuyor. bu yüzden kimse ilgilenmedi.,0
Sistemde adresinizi teyit edebilir miyim?,1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
bir saattir baglantım sürekli kopuyor. ama kimse ilgilenmedi.,0
sabahdan beri fiber hat hata fakat gerçekten mağdur oldum.,0
"Gunaydin Zeynep efendim, altyapi biriminden ariyorum. talebinizi ust birime iletiyorum.",1
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, teşekkür ederim.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak çok teşekkürler.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, cünkü sag olun.",2
bir saattir ev interneti ışıklar yanmıyor. ancak gerçekten mağdur oldum.,0
sabahdan beri internetim çalışmıyor. çünkü iptal etmeyi düşünüyorum.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, çünkü elinize sağlık.",2
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, çünkü teşekkür",2
"Günaydın Burcu efendim, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ama sağ olun.",2
"Merhabalar Emre , muşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden teşekkür ederim.",2
bir saattir bağlantım çok yavaş. bu yüzden artık sabrım kalmadı.,0
bir saattir wifi ışıklar yanmıyor. bu yüzden artık sabrım kalmadı.,0
"dünden beri sorun yaşiyordum. sistemi kontrol ediyorum, ama harika oldu.",2
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, bu yüzden teşekkür ederim.",2
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden çok memnun kaldım.",2
"Merhaba Mehmet efendim, fatura servisinden arıyorum. talebinizi üst birime iletiyorum.",1
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden çok memnun kaldım.",2
"Merhabalar Ahmet , fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ama beklediğimden hızlı çözüldü.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"İyi akşamlar Uğur Hanım, müşteri hizmetlerinden arıyorum. kaydınızı",1
"iki gündür sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden harika oldu.",2
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, çünkü sağ olun.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama sağ olun.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
iki gundur modem surekli kopuyor. ancak iptal etmeyi duşunuyorum.,0
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ancak çok teşekkürler.",2
"sabahdan beri sorun yaşiyordum. adres bilgilerinizi teyit eder misiniz, cunku sorunum cözuldu.",2
"İyi günler Emre , altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"İyi günler Fatma Hanım, teknik destekten arıyorum. işlemi başlatıyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
iki gündür modem hata veriyor. ancak artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, ama harika oldu.",2
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden beklediğimden hızlı cözüldü.",2
sabahdan beri modem sürekli kopuyor. fakat böyle hizmet olmaz.,0
sabahdan beri bağlantım çok yavaş. ama artık sabrım kalmadı.,0
"İyi akşamlar Uğur Bey, altyapı biriminden arıyorum. başlatıyorum.",1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, bu yüzden çok memnun kaldım.",2
Sistemde kayitli adresinizi teyit edebilir miyim?,1
beri modem ışıklar yanmıyor. fakat kimse ilgilenmedi.,0
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak beklediğimden hızlı çözüldü.",2
KVKK kapsamında onayınızı almam gerekiyor.,1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak elinize sağlık.",2
dünden beri fiber hat sürekli çünkü artık sabrım kalmadı.,0
"Selamlar Ceren Bey, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden çok memnun kaldım.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama sorunum çözüldü.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
dünden beri wifi hata veriyor. çünkü böyle hizmet olmaz.,0
Sistemde kayıtlı teyit edebilir miyim?,1
"Selamlar Mert Bey, altyapi biriminden ariyorum. talebinizi ust birime iletiyorum.",1
iki gündür internetim hata veriyor. bu yüzden iptal etmeyi düşünüyorum.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, çünkü çok memnun kaldım.",2
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden elinize sağlık.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat harika oldu.",2
iki gündür wifi hata veriyor. çünkü kimse ilgilenmedi.,0
"Merhabalar Ayşe Hanım, altyapı biriminden arıyorum. kaydınızı oluşturuyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
dünden beri wifi çok yavaş. ancak gerçekten mağdur oldum.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü elinize sağlık.",2
"İşleminiz onay surecindedir, lutfen hattan ayrilmayin.",1
Şu an hattınızda aktif bir arıza görünmüyor.,1
"Merhaba Uğur efendim, teknik destekten arıyorum. işlemi başlatıyorum.",1
dünden beri bağlantım çalışmıyor. çünkü iptal etmeyi düşünüyorum.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"sabahdan beri sorun yaşiyordum. kaydinizi oluşturuyorum, fakat çok memnun kaldim.",2
"İşleminiz onay surecindedir, lutfen hattan ayrilmayin.",1
"Merhaba Zeynep Hanım, müşteri hizmetlerinden arıyorum. talebinizi üst birime iletiyorum.",1
Şu an hattınızda aktif bir arıza gorünmüyor.,1
"Selamlar Ceren , fatura servisinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
sabahdan beri fiber hat hata veriyor. iptal etmeyi dusunuyorum.,0
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, çünkü teşekkür ederim.",2
KVKK kapsamında onayınızı almam gerekiyor.,1
"İyi gunler Can Bey, musteri hizmetlerinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
iki gündür ev interneti cok yavaş. fakat iptal etmeyi düşünüyorum.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"iki gündür sorun yaşıyordum. talebinizi üst birime iletiyorum, ancak harika oldu.",2
dünden beri ev interneti sürekli kopuyor. ancak böyle hizmet olmaz.,0
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, cünkü sorunum cozüldü.",2
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ama beklediğimden hızlı cözüldü.",2
"İyi gunler Mert , teknik destekten arıyorum. talebinizi ust birime iletiyorum.",1
"iki gündür sorun yaşıyordum. oluşturuyorum, çünkü elinize sağlık.",2
"dunden beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat teşekkur ederim.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, ancak sorunum çözüldü.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak çok memnun kaldım.",2
sabahdan beri modem ışıklar yanmıyor. fakat gerçekten mağdur oldum.,0
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden harika oldu.",2
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat teşekkür ederim.",2
sabahdan beri modem çalişmiyor. çünkü artik sabrim kalmadi.,0
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden sorunum çözüldü.",2
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, fakat sağ olun.",2
"iki sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden sorunum çözüldü.",2
sabahdan beri ev interneti sürekli kopuyor. ama artık sabrım kalmadı.,0
"dunden beri sorun yasiyordum. adres bilgilerinizi teyit eder misiniz, ancak sorunum çözuldu.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
iki gundur modem isiklar yanmiyor. fakat kimse ilgilenmedi.,0
Sistemde kayitli adresinizi teyit edebilir miyim?,1
"İyi günler Fatma Bey, fatura servisinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"Merhaba Ahmet Hanım, teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
"İyi akşamlar Emre Hanım, fatura servisinden arıyorum. işlemi başlatıyorum.",1
bir saattir modem sürekli kopuyor. kimse ilgilenmedi.,0
sabahdan beri modem ışıklar yanmıyor. çünkü kimse ilgilenmedi.,0
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, ama çok memnun kaldım.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"İyi akşamlar Mehmet , teknik destekten arıyorum. işlemi başlatıyorum.",1
iki gündür internetim çok yavaş. fakat iptal etmeyi düşünüyorum.,0
bir saattir fiber hat sürekli kopuyor. fakat kimse ilgilenmedi.,0
iki gündür fiber hat ışıklar yanmıyor. fakat böyle hizmet olmaz.,0
"İyi çalışmalar Ayşe Bey, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
bir saattir wifi sürekli kopuyor. ancak iptal etmeyi düşünüyorum.,0
dünden beri wifi çok yavaş. bu yüzden kimse ilgilenmedi.,0
"Günaydın Ahmet Hanım, teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
bir saattir bağlantım sürekli kopuyor. ama kimse ilgilenmedi.,0
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü sağ olun.",2
iki gündür ev interneti çok yavaş. bu yüzden gerçekten mağdur oldum.,0
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden çok teşekkürler.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
"dünden beri sorun yasıyordum. kaydınızı olusturuyorum, cünkü sorunum cozüldü.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ancak sorunum çözüldü.",2
"İyi akşamlar Elif Bey, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
Şu an hattınızda aktif bir arıza görünmüyor.,1
dunden beri modem çok yavaş. bu yuzden böyle hizmet olmaz.,0
"Selamlar Burcu efendim, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
bir saattir bağlantım yanmıyor. ama iptal etmeyi düşünüyorum.,0
bir saattir ev interneti sürekli kopuyor. çünkü iptal etmeyi düşünüyorum.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden çok memnun kaldım.",2
bir saattir wifi ama böyle hizmet olmaz.,0
Şu an hattınızda aktif bir arıza görünmüyor.,1
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, bu yüzden ederim.",2
"Merhabalar Can Hanım, müşteri hizmetlerinden arıyorum. kontrol ediyorum.",1
sabahdan beri fiber hat çalışmıyor. ancak gerçekten mağdur oldum.,0
iki gündür modem hata veriyor. gerçekten mağdur oldum.,0
sabahdan beri bağlantım hata veriyor. çünkü kimse ilgilenmedi.,0
sabahdan beri wifi ışıklar yanmıyor. ama iptal etmeyi düşünüyorum.,0
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, çünkü harika oldu.",2
sabahdan beri wifi sürekli kopuyor. çünkü kimse ilgilenmedi.,0
iki gündür modem sürekli kopuyor. çünkü böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat harika oldu.",2
bir saattir fiber hat çok yavaş. bu yüzden kimse ilgilenmedi.,0
bir saattir wifi çalışmıyor. bu yüzden kimse ilgilenmedi.,0
bir saattir wifi çalışmıyor. ama böyle hizmet olmaz.,0
"Günaydın Ayşe , teknik destekten arıyorum. adres bilgilerinizi teyit eder misiniz.",1
bir saattir modem çalışmıyor. ama iptal etmeyi düşünüyorum.,0
dunden beri bağlantım cok yavaş. cunku iptal etmeyi duşunuyorum.,0
"İyi çalışmalar Ayşe , altyapı biriminden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
sabahdan beri fiber hat ışıklar yanmıyor. ama böyle hizmet olmaz.,0
"sabahdan beri sorun yasiyordum. sistemi kontrol ediyorum, bu yüzden tesekkür ederim.",2
"İyi akşamlar Zeynep efendim, altyapı biriminden arıyorum. talebinizi üst birime iletiyorum.",1
"Merhaba Zeynep efendim, fatura servisinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ancak harika oldu.",2
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, çünkü sağ olun.",2
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ama sağ olun.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak çok memnun kaldım.",2
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
dünden beri bağlantım çok yavaş. fakat böyle hizmet olmaz.,0
dünden beri baglantım calışmıyor. bu yüzden iptal etmeyi düşünüyorum.,0
iki gündür modem çalismiyor. fakat hizmet olmaz.,0
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü çok teşekkürler.",2
bir saattir ev interneti çalışmıyor. ancak iptal etmeyi düşünüyorum.,0
"beri sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat elinize sağlık.",2
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, fakat ederim.",2
dünden beri ev interneti kopuyor. ama böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sorunum çözüldü.",2
"Merhaba Emre Bey, müşteri hizmetlerinden ariyorum. adres bilgilerinizi teyit eder misiniz.",1
"Günaydın Can efendim, teknik destekten arıyorum. adres teyit eder misiniz.",1
"Merhabalar Ayşe efendim, altyapı biriminden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"İyi akşamlar Ayşe Bey, müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
dünden beri fiber hat sürekli kopuyor. çünkü böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sorunum çözüldü.",2
bir saattir modem surekli kopuyor. çunku gerçekten mağdur oldum.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"Selamlar Selin Bey, fatura servisinden arıyorum. talebinizi üst birime iletiyorum.",1
dünden beri fiber hat çok yavaş. çünkü böyle hizmet olmaz.,0
sabahdan beri internetim çok yavaş. fakat gerçekten mağdur oldum.,0
iki gündür wifi hata veriyor. çünkü artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, ancak elinize sağlık.",2
"bir saattir sorun yaşıyordum. kontrol ediyorum, çünkü sorunum çözüldü.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
bir saattir bağlantım yavaş. ancak gerçekten mağdur oldum.,0
bir saattir fiber hat sürekli kopuyor. fakat iptal etmeyi düşünüyorum.,0
"İsleminiz onay surecindedir, lutfen hattan ayrılmayın.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
bir ev interneti sürekli kopuyor. ancak böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü çok teşekkürler.",2
dunden beri bağlantım surekli kopuyor. çunku iptal etmeyi duşunuyorum.,0
sabahdan beri bağlantım çalışmıyor. çünkü böyle hizmet olmaz.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, bu yüzden çok teşekkürler.",2
"iki gundur sorun yasıyordum. kaydınızı olusturuyorum, ama çok tesekkurler.",2
"bir saattir sorun yasıyordum. talebinizi üst birime iletiyorum, ancak elinize sağlık.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü teşekkür ederim.",2
"iki gündür sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat elinize sağlık.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat elinize sağlık.",2
"dünden beri sorun yasiyordum. sistemi kontrol ediyorum, ancak sağ olun.",2
bir saattir bağlantım hata veriyor. ancak iptal etmeyi düşünüyorum.,0
"sabahdan sorun yasiyordum. kaydinizi olusturuyorum, fakat sag olun.",2
"iki gundur sorun yasıyordum. kaydınızı olusturuyorum, bu yuzden tesekkur ederim.",2
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden çok teşekkürler.",2
bir saattir internetim çalışmıyor. fakat artık sabrım kalmadı.,0
iki gündür internetim sürekli kopuyor. bu yüzden gerçekten mağdur oldum.,0
dünden beri ev interneti çalışmıyor. fakat gerçekten mağdur oldum.,0
