"Sizi konuyla ilgili uzman departmanımıza aktarıyorum.",1
"İşleminiz biraz zaman alabilir, sizi 2 dakika bekletebilir miyim?",1
"Talebinizi bir üst birime ilettim, inceleme devam ediyor.",1
"Sabrınız için teşekkür ederim, sistemlerimize erişim sağladım.",1
"Bu sorunu çözmek için şu adımları izleyeceğiz: [Adımlar].",1
"Talebiniz doğrultusunda paket değişikliğinizi onaylıyor musunuz?",1
"İptal işleminiz başarıyla tamamlandı. Onay maili tarafınıza ulaştırıldı.",1
"Ödemeniz alındı, faturanız sistemdeki adresinize gönderilecektir.",1
"Önerdiğim bu çözüm yolu sizin için uygun mu?",1
"Başka bir konuda yardımcı olmamı ister misiniz?",1
"Bizi tercih ettiğiniz için teşekkür eder, iyi günler dileriz.",1
"Görüşmemiz bittikten sonra kısa bir anketimize katılmak ister misiniz?",1
"İyi çalışmalar dilerim, hoşça kalın.",1
"Merhaba",1
"İyi günler",1
"Kolay gelsin",1
“Günaydın! Müşteri Hizmetlerine hoş geldiniz. Benim adım AB. Size nasıl yardım edebilirim?”,1
“Merhaba hoşgeldiniz! Müşteri Hizmetlerinde AB’ye bağlandınız. Size nasıl yardımcı olabilirim?”,1
“Sizi tekrar burada görmek güzel, XYZ. Bu sefer size nasıl yardımcı olabilirim?,1
“Bunu fark ettiğiniz ve bize bildirdiğiniz için teşekkürler. Bu konu hakkında en kısa sürede sizlere destek vereceğiz.”,1
“Karşılaştığınız sorun hakkında daha fazla bilgi verir misiniz? Ne zamandan beri bu sorunu yaşıyorsunuz?,1
“Sipariş numaranızı/teslimat adresinizi/şikayet numaranızı onaylar mısınız?”,1
“Bu sorunla yüzleşmek zorunda kaldığınızı duyduğuma üzüldüm. Daha iyi anlayabilmem için biraz daha detaylandırabilir misiniz?”,1
“Üzgünüm, yanlış departmana bağlı görünüyorsunuz. Sizi doğru departmana aktarmam için hatta bekleyebilir misiniz.”,1
“Sorunuzu anlıyorum fakat bu konuda yardımcı olacak doğru kişi ben değilim. Sizi bu tür konularda uzman olan departmana bağlayacağım.”,1
” Ayşe Hanım, aradığınız bilgiyi bulmam biraz zaman alabilir. O zamana kadar sizi bekletebilir miyim?”,1
“Sorunuzu anlıyorum Ahmet Bey, fakat bu konudaki güncellemelerle ilgili ekibime danışmam gerekiyor, sizi kısa bir süre bekletebilir miyim?",1
“Talebinizi anlıyorum Leyla Hanım, sizi bu konuda yardımcı olacak ekibe yönlendireceğim, lütfen hatta bekler misiniz?",1
“Merhaba Ayşegül Hanım, yaşadığınız tatsız deneyim için üzüldük. Sorununuz için en erken çözümü bulmaya çalışacağız.”,1
“Merhaba Ayşe Hanım, bu nedenle size verdiğimiz rahatsızlıktan dolayı içtenlikle özür dileriz. Sorunu bir an önce çözelim.”,1
“Merhaba Ahmet Bey, bunu duyduğuma üzüldüm, şirketimiz adına özür dilerim”,1
“Yaşadığınız aksaklık için üzgün olmanızı tamamen anlıyorum, kötü bir deneyim yaşadınız.”,1
“Uzun süre bir siparişi beklemek söylediğiniz gibi can sıkıcı, bunu telafi etmemiz için neler yapabileceğimize bakalım.”,1
“Sorununuzu anlıyoruz. Ancak şu anda talebinizi karşılayamıyoruz.”,1
“Karşılaştığınız sorunu anlıyorum ancak iç politikamızda bu konuda herhangi bir hüküm bulunmamaktadır. Bunun için özür dileriz.”,1
“Bizimle iletişime geçtiğiniz için teşekkür ederiz. İhtiyacınız olduğunda size daha fazla yardımcı olmak için sabırsızlanıyoruz.”,1
“Merhaba ‘Şirket adı’ çağrı merkezine hoş geldiniz. Aradığınız için teşekkür ederiz. Hizmet kalitesini artırmak adına kalite standartları gereği konuşmalar kaydedilmektedir. KVKK metni için ….com sitesinden bilgi alabilirsiniz.”,1
“Merhaba ‘Şirket adı’ çağrı merkezini aradığınız için teşekkür ederiz. Kısa bir süre içinde müşteri temsilcimize bağlanacaksınız”.,1
“Dahili numarayı biliyorsanız 1’e bilmiyorsanız 2’ye basın.”,1
“Merhaba, size yardımcı olabilmemiz için sorununuzu birkaç kelime ile belirtebilir misiniz? Örneğin fatura sorgulama, sipariş takibi”,1
“Şu anda tüm temsilcilerimiz diğer müşterilere hizmet verdiği için size yardımcı olamamaktadır. Birazdan temsilcimiz size yardımcı olacaktır. Beklediğiniz için teşekkür ederiz.”,1
“Lütfen hatta kalın, tüm temsilcilerimiz şu anda meşgul. Aramanıza en kısa sürede cevap vereceğiz.”,1
“Lütfen bekleyin. Bir personel mümkün olan en kısa sürede aramanızı cevaplayacaktır.”,1
“Yoğunluk nedeniyle size istediğimiz kadar hızlı cevap veremiyoruz. Sıradan çıkmak ve mesaj bırakmak için 9’a basın. Temsilcilerimiz müsait olduğunda sizi geri arayacağız.”,1
“Şu anda tüm temsilcilerimiz meşgul. Beklemek için 8’i, geri aramamız için 9’u tuşlayın.”,1
“Beklediğiniz için teşekkür ederiz. Mümkün olan en kısa sürede temsilcimize bağlanacaksınız.”,1
“Tüm temsilcilerimiz hala meşgul. Sıranız geldiğinde müşteri temsilcimize bağlanabileceksiniz.”,1
“Yoğunluk sebebi ile çağrınızı yanıtlayamıyoruz. Lütfen çağrı nedeninizi sesli mesaj olarak bırakın. Biz size en kısa sürede döneceğiz.”,1
“Yoğunluk nedeniyle size yanıt veremediğimiz için özür dileriz. Lütfen bip sesinden sonra mesajınızı bırakın. Dilerseniz destek@ “şirketadı”.com adresine mesaj atabilirsiniz.”,1
“‘Şirket adı’ ya da direkt şirketimize hoşgeldiniz. Çalışma süresi dışında olduğumuz için şu an size hizmet verememekteyiz. Mesai saatlerimiz hafta içi 09:00-18:30, hafta sonu 09:00- 22:00. Sinyal sesini duyduktan sonra mesaj bırakabilirsiniz. İlk iş gününde size geri dönüş sağlayacağız.”,1
“‘Şirket adı’nı aradığınız için teşekkür ederiz. Sinyal sesini duyduktan sonra mesaj bırakabilirsiniz. En kısa sürede size geri döneceğiz.”,1
“Şirketimize hoşgeldiniz. Hafta içi her gün 12.00-13.30 arasında kapalıyız. Kısa süre sonra tekrar hizmetinizdeyiz. geri aramamızı isterseniz sinyal sesinden sonra mesaj bırakabilirsiniz. Bizi aradığınız için teşekkür ederiz.”,1
“Siparişinizin durumu hakkında bilgi almak istiyorsanız 3’e, yeni sipariş oluşturmak için 4’e basın.”,1
“Hangi departmanın size yardımcı olabileceğinden emin değilseniz müşteri temsilcimize bağlanmak için * ‘ı tuşlayın/bekleyin.”,1
“Merhaba, ‘şirketi adı’nı aradığınız için teşekkür ederiz. Yoğunluk nedeniyle müşteri temsilcilerimiz şu an size yanıt veremiyor. Aramanız bizim için oldukça önemli. Lütfen sesli mesaj bırakın ya da deste@ ‘şirket adı’.com’a mesajınızı iletin. Size kısa süre içinde döneceğiz.”,1
“Merhaba, ‘şirket adı’ için arıyoruz. Teknik sebepler nedeniyle geri aramanıza dönemediğiniz üzgünüz. Lütfen çalışma saatleri için de bizi tekrar arayın.”,1
“Merhaba, bütün temsilcilerimiz hala meşgul olduğu için çağrınıza yanıt verememekteyiz. Lütfen çağrıyı sonlandırın ve yeniden aramayı deneyin.”,1
"Hizmetimizi değerlendirmek için bir dakikanızı ayırabilir misiniz? Deneyiminiz bizim için önemli.",1
"Merhaba [İsim], son alışverişinizden memnun kaldınız mı? Geri bildiriminiz bizim için değerlidir.",1
"Bize 1 ile 10 arasında bir puan vererek destek ekibimizi değerlendirir misiniz?",1
"Deneyiminizi geliştirmemize yardımcı olduğunuz için teşekkürler. Formu buradan doldurabilirsiniz:",1
"Merha"Hizmetimizi değerlendirmek için bir dakikanızı ayırabilir misiniz? Deneyiminiz bizim için önemli.",1
"Merhaba [İsim], son alışverişinizden memnun kaldınız mı? Geri bildiriminiz bizim için değerlidir.",1
"Bize 1 ile 10 arasında bir puan vererek destek ekibimizi değerlendirir misiniz?",1
"Deneyiminizi geliştirmemize yardımcı olduğunuz için teşekkürler. Formu buradan doldurabilirsiniz:",1
"Merhaba, [Şirket Adı] ile olan randevunuz nasıl geçti? Herhangi bir sorun yaşadınız mı?",1
"Geri bildiriminiz başarıyla alındı. Teşekkür eder, iyi günler dileriz.",1
"Siparişiniz teslim edildi. Hizmetimizi puanlamak için bu bağlantıya tıklayın:",1
"Bize ayırdığınız vakit için teşekkürler. Yanıtlarınız hizmet kalitemizi artırmamıza yardımcı olacak.",1
"Yaşadığınız deneyimi bir kelimeyle anlatmak isterseniz bu ne olurdu?",1
"Destek talebiniz kapatılmıştır. Çözümden memnun kalmadıysanız lütfen bu mesajı yanıtlayın.",1a, [Şirket Adı] ile olan randevunuz nasıl geçti? Herhangi bir sorun yaşadınız mı?",1
"Geri bildiriminiz başarıyla alındı. Teşekkür eder, iyi günler dileriz.",1
"Siparişiniz teslim edildi. Hizmetimizi puanlamak için bu bağlantıya tıklayın:",1
"Bize ayırdığınız vakit için teşekkürler. Yanıtlarınız hizmet kalitemizi artırmamıza yardımcı olacak.",1
"Yaşadığınız deneyimi bir kelimeyle anlatmak isterseniz bu ne olurdu?",1
"Destek talebiniz kapatılmıştır. Çözümden memnun kalmadıysanız lütfen bu mesajı yanıtlayın.",1
"Vallahi çok sağ ol evladım, beni büyük bir dertten kurtardın.",2
"Allah ne muradın varsa versin, işin gücün rast gitsin.",2
"Tuttuğun altın olsun, çok yardımcı oldun.",2
"Gönlümü ferahlattın ya, Allah da seni ferahlatsın.",2
"İşte hizmet budur, çok teşekkür ediyorum.",2
"Hızır gibi yetiştiniz vallahi, eksik olmayın.",2
"Sizin gibi ilgili personellerin sayısı artsın inşallah.",2
"Çok naziksiniz, bu devirde böyle kibar insan bulmak zor.",2
"Hayırlı ramazanlar/bayramlar, ilginiz için çok sağ olun.",2
"Baş tacısınız, gerçekten işinizi severek yaptığınız belli oluyor.",2
"Sizin sesiniz bana güven verdi, tamamdır.",2
"Ağzınızdan bal damlıyor, çok güzel anlattınız.",2
"Eyvallah kardeşim, çok makbule geçti.",2
"Akşam akşam beni çok mutlu ettiniz, sağ olun.",2
"Sizden çok memnun kaldım, isminizi not aldım teşekkür edeceğim.",2
"Bu kadar hızlı çözüleceğini tahmin etmemiştim, helal olsun.",2
"İşin ehliyle konuşmak ne kadar fark ediyor, sağ olun.",2
"Güleryüzlü (ses tonu için) hizmetiniz için teşekkürler.",2
"Sizin gibi birine denk geldiğim için şanslıyım.",2
"İçimi rahatlattınız, Allah razı olsun.",2
"Tam istediğim cevabı aldım, harikasınız.",2
"Siz halledersiniz, size güveniyorum.",2
"Çok makul bir çözüm, hemen onaylıyorum.",2
"Sizin kurumun kalitesini bu ilginiz belli ediyor.",2
"Çok beyefendi/hanımefendi birisiniz, teşekkürler.",2
"Yavrum seni de uğraştırdık ama kusura bakma artık.",2
"Kardeşim benim, sen çözersin bu işi, biliyorum.",2
"Canın sağ olsun, sen elinden geleni yaptın ya o yeter.",2
"Hah şöyle, anlayışın için çok teşekkür ederim güzel kardeşim.",2
"Biz bizeyiz sonuçta, halden anladığın için sağ ol.",2
"Bak bu teklif yattı aklıma, sen diyorsan öyledir.",2
"Senin o güzel diline sağlık, ne güzel anlattın.",2
"Zahmet verdik size de, hakkınızı helal edin.",2
"Aynı memleketliymişiz gibi sıcak konuştun, sağ ol.",2
"Vaktini aldım ama değdi, çok sağ ol.",2
"Seni yorduk ama hakkını teslim edeyim, çok iyisin.",2
"Senin hatırına bekliyorum o zaman, sıkıntı yok.",2
"Kendi işinmiş gibi ilgilendin, teşekkür ederim.",2
"Hemen 'olur' dedin ya, işte budur.",2
"Helal olsun, işini hakkıyla yapıyorsun." ,2
"Tamamdır, bu şekilde yaparsak benim için çok uygun.",2
"Harika, o zaman ben hemen işlemi başlatıyorum.",2
"Sizin dediğiniz gibi olsun, size güveniyorum.",2
"Mesaj geldi şimdi, işlem tamamlanmış, sağ olun.",2
"Süreci çok net anlattınız, aklımda soru kalmadı.",2
"İadem yatmış, çok teşekkürler ilginize.",2
"Kargom bugün gelirse benden mutlusu yok.",2
"Tamam, bu indirim benim için gayet makul.",2
"Sistemde görünüyorsa sorun yok, teşekkür ederim.",2
"Yarın gelip alabilirim, bu randevu saati çok iyi.",2
"Faturamda düzeltme yapmışsınız, şimdi gördüm, sağ olun.",2
"Paket değişikliği tam istediğim gibi olmuş.",2
"Uygulamadan baktım, her şey yolunda görünüyor.",2
"Mailiniz ulaştı, hemen onay veriyorum.",2
"Sizin yönlendirmenizle sorunu çözdüm, teşekkürler.",2
"Kolay gelsin, iyi mesailer dilerim.",2
"Başka bir isteğim yok, Allah işinizi rast getirsin.",2
"Sizi de yorduk, iyi günler.",2
"Görüşmek üzere, çok sağ olun her şey için.",2
"Hadi hayırlı işler, bereketli olsun.",2
"Kendinize iyi bakın, çok yardımcı oldunuz.",2
"Anket gelirse en yüksek puanı vereceğim size.",2
"Esen kalın, çok teşekkürler.",2
"Hayırlı akşamlar, ailenize selamlar.",2
"Allah'a emanet olun kardeşim.",2
"Gününüz güzel geçsin.",2
"Sizleri yorduk ama değdi, sağ olun.",2
"Hoşça kalın, yine görüşürüz inşallah.",2
"Sabrınız için ben teşekkür ederim.",2
"Sizin gibi nazik insanlarla karşılaşmak güzel.",2
"Yıllardır sizinle çalışıyorum, hiç yanıltmadınız.",2
"Bu ilginizden sonra başka yere gitmem zaten.",2
"Arkadaşlarıma da tavsiye edeceğim bu yaklaşımınızı.",2
"İşte bu yüzden sizi tercih ediyoruz.",2
"Gerçekten kurumsal bir firma olduğunuz belli.",2
"Mağdur etmediniz ya, helal olsun size.",2
"Siz benim sorunumu çözdünüz, ben de size sadık kalırım.",2
"Hizmet kaliteniz gerçekten çok yüksek.",2
"Müşteriye değer verdiğinizi hissettirdiniz.",2
"Her aramada aynı nezaketi görüyorum, sağ olun.",2
"Sizinle çalışmak büyük keyif.",2
"Sorun çıksa bile sizin gibi çözenler olduğu sürece sıkıntı yok.",2
"Dört dörtlük hizmet, diyecek söz yok.",2
"Beni çok özel hissettirdiniz, teşekkürler.",2
"İhtiyacım olan tam olarak buydu, sağ olun.",2
"Hızlı geri dönüşünüz için minnettarım.",2
"Sektörde teksiniz vallahi.",2
"Sorunum halloldu ya, dünya varmış.",2
"Her şey için tekrar tekrar teşekkürler.",2
"Hayırlı, huzurlu günleriniz olsun.",2
"Yıllardır sizinle çalışıyorum, hiç yanıltmadınız.",2
"Bu ilginizden sonra başka yere gitmem zaten.",2
"Arkadaşlarıma da tavsiye edeceğim bu yaklaşımınızı.",2
"İşte bu yüzden sizi tercih ediyoruz.",2
"Gerçekten kurumsal bir firma olduğunuz belli.",2
"Mağdur etmediniz ya, helal olsun size.",2
"Siz benim sorunumu çözdünüz, ben de size sadık kalırım.",2
"Hizmet kaliteniz gerçekten çok yüksek.",2
"Müşteriye değer verdiğinizi hissettirdiniz.",2
"Her aramada aynı nezaketi görüyorum, sağ olun.",2
"Sizinle çalışmak büyük keyif.",2
"Sorun çıksa bile sizin gibi çözenler olduğu sürece sıkıntı yok.",2
"Dört dörtlük hizmet, diyecek söz yok.",2
"Beni çok özel hissettirdiniz, teşekkürler.",2
"İhtiyacım olan tam olarak buydu, sağ olun.",2
"Hızlı geri dönüşünüz için minnettarım.",2
"Sektörde teksiniz vallahi.",2
"Sorunum halloldu ya, dünya varmış.",2
"Her şey için tekrar tekrar teşekkürler.",2
"Hayırlı, huzurlu günleriniz olsun.",2
"Sizin gibi çözüm odaklı bir ekip bulmak çok zor.",2
"Sırf bu ilginiz için aboneliğimi yenileyeceğim.",2
"Beni kırmadığınız için size çok minnettarım.",2
"Sektörde sizin üzerinize tanımam, harikasınız.",2
"Müşteri değil de aileden biriymişim gibi davrandınız.",2
"Verdiğiniz güven paha biçilemez, çok sağ olun.",2
"Problemi kendi probleminiz gibi sahiplendiniz.",2
"Bundan sonra tüm çevreme sizi önereceğim.",2
"Kurumsallıkla samimiyet bir arada, tebrikler.",2
"Hızır gibi yetiştiniz, Allah razı olsun.",2
"Bu devirde böyle dürüst hizmet bulmak çok güç.",2
"Sizden aldığım destek beni markanıza bağladı.",2
"Her kuruşu sonuna kadar hak ediyorsunuz.",2
"Ses tonunuzdaki nezaket bile yetti, teşekkürler.",2
"İşini layığıyla yapan insanları görmek çok güzel.",2
"Süreci o kadar güzel yönettiniz ki hayran kaldım.",2
"Mağduriyetimi sevince dönüştürdünüz, sağ olun.",2
"Sizin farkınız ilginiz ve alakanız, eksik olmayın.",2
"Talebim saniyeler içinde halloldu, elinize sağlık.",2
"Beni çok büyük bir zahmetten kurtardınız.",2
"Sizinle çalışmak gerçekten bir ayrıcalık.",2
"İçimi rahatlattınız, Allah da sizi sevindirsin.",2
"Tam aradığım cevabı aldım, minnettarım.",2
"Kaliteniz her halinizden belli oluyor.",2
"Siz bu işin zirvesindesiniz, diyecek söz yok.",2
"Ne zaman arasam aynı kibarlıkla karşılaşıyorum.",2
"Sorunu kökten çözdünüz, çok teşekkür ederim.",2
"Dürüstlüğünüz için size ayrıca teşekkür ederim.",2
"İlgilendiğiniz her an için çok sağ olun.",2
"Yine her zamanki gibi kalitenizi konuşturdunuz.",2
"Sizinle yol yürümek gerçekten çok huzurlu.",2
"Müşteri memnuniyeti dediğin tam da budur.",2
"Bunca yıldır şikayet etmediğim tek firmasınız.",2
"Tuttuğun altın olsun, çok yardımcı oldun.",2
"Sizin bu samimiyetiniz bana güven verdi.",2
"Baş tacısınız, ilginiz için çok teşekkürler.",2
"Hemen onaylıyorum, sizin sözünüze güveniyorum.",2
"Beklediğimden çok daha hızlı bir geri dönüş oldu.",2
"İnce düşünceniz beni gerçekten çok etkiledi.",2
"Sizin markanız benim için her zaman bir numara.",2
"Çözüm odaklı yaklaşımınız takdire şayan.",2
"Sizinle iletişim kurmak o kadar kolay ki.",2
"Mağdur etmediğiniz için çok teşekkür ederim.",2
"İyi ki sizi tercih etmişim, hiç pişman değilim.",2
"Her aramada aynı standartta hizmet, helal olsun.",2
"Saygılı tavrınız için minnettarım kardeşim.",2
"Siz halledersiniz demiştim, beni yanıltmadınız.",2
"İçim ferahladı sayenizde, eksik olmayın.",2
"Marka sadakatimi bu görüşmeyle perçinlediniz.",2
"Sizin gibi pratik insanlarla çalışmak büyük zevk.",2
"Gününüz aydınlık olsun, çok yardımcı oldunuz.",2
"Sektördeki diğerlerine örnek olmalısınız.",2
"Her şey tıkır tıkır işledi, sağ olun.",2
"Böyle nazik bir temsilciyle konuşmak keyifti.",2
"Sizin hatırınıza bu işlemi hemen bitiriyorum.",2
"Sorunlarımı kendi sorununuz gibi çözdünüz.",2
"Samimiyetinizle kalbimi kazandınız.",2
"Böylesine profesyonel bir destek görmedim.",2
"Sizinle çalışmak büyük bir konfor sağlıyor.",2
"İsteğim tam olarak yerine getirildi, teşekkürler.",2
"Size olan güvenim bu konuşmadan sonra tavan yaptı.",2
"Gerçekten markanızın en büyük değerisiniz.",2
"Bu nezaketiniz için size minnettarım.",2
"Talebimin önemsendiğini görmek çok güzel.",2
"Hayırlı işler, bol kazançlar dilerim.",2
"Sizler gibi işini sevenleri görmek umut verici.",2
"Her kuruşum size feda olsun, helal hoş olsun.",2
"Beni kırmayıp yardımcı olduğunuz için sağ olun.",2
"Sizinle her zaman çalışmaya devam edeceğim.",2
"İşlem tamamdır, sayenizde rahat uyuyacağım.",2
"Çok naziksiniz, bu güzel hizmet için teşekkürler.",2
"Sektörde teksiniz, bunu bir kez daha kanıtladınız.",2
"Hemen cevap verdiğiniz için çok teşekkürler.",2
"Sizin markanıza güvenimiz sonsuz.",2
"Başka bir talebim yok, her şey harika.",2
