review,label
"Parçaları birleştirmekte zorlandım, talimatlar yetersizdi.",negatif
Saat kaçta teslim edileceği belli mi?,nötr
Beklediğimden çok daha iyi performans gösterdi.,pozitif
Teknik bir hata yüzünden siparişim karıştı.,negatif
Önümüzdeki hafta içinde geri dönüş yapılacağı söylendi.,nötr
"Her kuruşuna değdi, çok memnunum.",pozitif
Sorunumu çözmek için yeterince çaba göstermediler.,negatif
Ürünün stok durumunu kontrol etmeye çalışıyorum.,nötr
Güler yüzlü personelleriniz için teşekkürler.,pozitif
Aldığım hizmetten kesinlikle pişmanım.,negatif
Uygulamanın yeni sürümünü indirdim.,nötr
Tamamen profesyonel ve kaliteli bir hizmet.,pozitif
Ürünü aldıktan sonra hemen bozuldu.,negatif
Hangi kargo şirketiyle çalıştığınızı sorabilir miyim?,nötr
Süper hızlı ve sorunsuz bir işlem oldu.,pozitif
"Fatura yanlış kesilmiş, düzeltilmesini istiyorum.",negatif
Bu ürünün diğer modelleri de mevcut mu?,nötr
İnanılmaz derecede kullanıcı dostu bir arayüze sahipsiniz.,pozitif
"Yorumumu yayınlamıyorlar, sansür uyguluyorlar.",negatif
Kampanyadan nasıl yararlanabileceğimi öğrenmek istedim.,nötr
"Bu kadar kaliteli bir ürün beklemiyordum, şaşırdım.",pozitif
E-posta ile gönderdiğim hiçbir mesaja cevap alamadım.,negatif
Teslimat adresimi güncellemem gerekiyor.,nötr
Çözümünüz gerçekten çok yaratıcı ve etkiliydi.,pozitif
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
Ürünü ne zaman iade edebileceğimi bilmek istiyorum.,nötr
Müşteri memnuniyetini önemsediğiniz belli oluyor.,pozitif
Telefon hattında yarım saat bekletildim.,negatif
"Geri bildiriminiz için teşekkürler, incelemeye alacağız.",nötr
Her şey zamanında ve eksiksiz ulaştı.,pozitif
Satış sonrası destek tam bir fiyasko.,negatif
Ödemeyi kredi kartıyla mı yoksa havale ile mi yapmalıyım?,nötr
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
Böyle kötü bir hizmet anlayışı görmedim.,negatif
Web sitesi üzerinden sipariş verdim.,nötr
"Hayatımı kolaylaştırdınız, teşekkür ederim!",pozitif
Gelen kargo kutusu tamamen ezilmişti.,negatif
Ürün hakkında daha fazla görsel var mı?,nötr
"Her detayı düşünülmüş, kusursuz bir ürün.",pozitif
Sorunumu çözmek yerine topu başkasına attılar.,negatif
Ürünün özellikleri listelenmişti.,nötr
Aldığım en iyi online hizmetti.,pozitif
"Ürününüz tamamen hayal kırıklığı, beş para etmez.",negatif
Müşteri hizmetlerinin çalışma saatlerini öğrenmek istedim.,nötr
"Tam da ihtiyacım olan şeydi, çok sevindim.",pozitif
Taksit seçeneklerinin olmaması büyük bir eksiklik.,negatif
Garanti koşulları ne anlama geliyor?,nötr
Profesyonel yaklaşımınız için tebrikler.,pozitif
Hem geç hem de yanlış ürün gönderdiler.,negatif
"Ürünü bugün alacağım, adrese teslim mi olacak?",nötr
Çözüm odaklı yaklaşımınız sayesinde sorunum hemen çözüldü.,pozitif
"Kullanım talimatları o kadar karmaşık ki, anlayamadım.",negatif
Ürünü sepete ekledim fakat sipariş vermedim.,nötr
"Bu ürüne bayıldım, kalitesine diyecek yok.",pozitif
"Verdiğim paraya yazık oldu, kesinlikle almayın.",negatif
İnternet sitesindeki fiyat ile mağazadaki fiyat aynı mı?,nötr
Sizden hizmet almak büyük bir ayrıcalık.,pozitif
Desteğe ihtiyacım olduğunda kimseyi bulamadım.,negatif
İade koşullarını okudum ve anladım.,nötr
Gerçekten çok başarılı bir ürün çıkarmışsınız.,pozitif
Ürünün vaat ettiği hiçbir şeyi yapmıyor.,negatif
Fatura bilgilerimi kontrol etmek istiyorum.,nötr
"Hızlı ve güvenilir bir firma, çok memnun kaldım.",pozitif
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
"Müşteri numaramı unuttum, nasıl öğrenebilirim?",nötr
Herkesin alması gereken bir ürün.,pozitif
"Aldığım üründe kronik bir sorun varmış, belirtilmemişti.",negatif
Öncelikle web sitenizi ziyaret ettim.,nötr
Tüm sorularıma sabırla cevap verdiler.,pozitif
Birkaç hafta sonra ürünüm bozuldu.,negatif
Bu yorumu yazmak için oturum açtım.,nötr
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Bu kadar kötü bir deneyimi kimseye yaşatmayın.,negatif
Ürünün kutusunu açtım ve inceledim.,nötr
Servis kaliteniz beni çok etkiledi.,pozitif
Siparişimi gönderdikten sonra benimle iletişime geçmediler.,negatif
"Talebinizi işleme aldık, en kısa sürede dönüş yapacağız.",nötr
Beklediğimden çok daha hızlı sonuç aldım.,pozitif
Ürünü iade ederken ekstra ücret talep ediyorlar.,negatif
Ürünü teslim aldığımda paketi kontrol ettim.,nötr
İletişim kanallarınız çok başarılı.,pozitif
Şikayetimi dikkate almadılar ve çözmediler.,negatif
Bu hizmetin yıllık ücreti ne kadar?,nötr
Her zaman güvenebileceğim bir marka.,pozitif
"Ürünüm arızalı geldi, değiştirmeyi kabul etmiyorlar.",negatif
Uygulama mağazasında uygulamanızın adını arattım.,nötr
Profesyonellik ve kalite bir arada.,pozitif
"Defalarca mail attım, cevap alamadım.",negatif
Bununla ilgili daha önce bir şikayet var mı?,nötr
Müşteri odaklı çözümleriniz takdire şayan.,pozitif
"Resmen mağdur edildim, paramın iadesini istiyorum.",negatif
Ürün indirimdeyken almayı düşünüyorum.,nötr
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
Ürünün kalitesinden şüpheliyim.,negatif
Sözleşme şartları hakkında bilgi almak istedim.,nötr
Yeni ürününüz piyasayı sallayacak!,pozitif
Aldığım ürünün ömrü çok kısa sürdü.,negatif
Mağazanızın konumunu harita üzerinden buldum.,nötr
Gerçekten işini bilen insanlarla çalışıyorsunuz.,pozitif
Tüketici haklarımı kullanmam gerekti.,negatif
Maksimum kaç adet sipariş verebilirim?,nötr
Uzun zamandır aradığım hizmet buydu.,pozitif
Müşteriyi ciddiye almıyorsunuz.,negatif
"Şifremi unuttum, nasıl sıfırlayabilirim?",nötr
"Her şey için teşekkürler, çok yardımcı oldunuz.",pozitif
Firmanın web sitesi çok karmaşık ve kullanışsız.,negatif
Ürünün garanti süresi kaç yıl?,nötr
Üstün kalitesiyle rakiplerinden ayrılıyor.,pozitif
"Gelen kutu boş çıktı, böyle bir şey olabilir mi?",negatif
"İade işlemi başlattım, onaylanmasını bekliyorum.",nötr
"Elinize sağlık, çok güzel bir iş çıkarmışsınız.",pozitif
"Ürün görseli yanıltıcı, gerçekte çok farklı görünüyor.",negatif
Teslimat süresi belirtilen aralıkta olacak mı?,nötr
Beklentimin çok ötesinde bir performans.,pozitif
"Uygulama sürekli çöküyor, kullanamıyorum.",negatif
Faturanın e-posta adresime gönderilmesini talep ettim.,nötr
Bu deneyim için ödediğim paranın her kuruşu helal olsun.,pozitif
"İnsanları oyalayıp duruyorlar, çözüm yok.",negatif
Sepetimdeki ürünleri kaydetti.,nötr
Müşteriye değer verdiğiniz için teşekkürler.,pozitif
Ürünü kullanmaya başladığım an arıza verdi.,negatif
Hesabıma giriş yapmaya çalışıyorum.,nötr
Tek kelimeyle mükemmel!,pozitif
Siparişim iki hafta oldu hala gelmedi.,negatif
Bu ürünü ilk defa deneyeceğim.,nötr
En iyi hizmeti sizden aldım.,pozitif
Tüm iletişim çabalarım sonuçsuz kaldı.,negatif
Kargo takip numarasını gönderebilir misiniz?,nötr
Gönül rahatlığıyla tavsiye ederim.,pozitif
Bu kadar amatör bir firma görmedim.,negatif
Ürünün fiyatı makul görünüyor.,nötr
Çalışanlarınızın samimiyeti beni çok mutlu etti.,pozitif
Müşteri hizmetleri telefonu yüzüme kapattı.,negatif
Ürünün son kullanma tarihi nedir?,nötr
İşinizi severek yaptığınız belli oluyor.,pozitif
Gecikmeden dolayı hiçbir özür dilenmedi.,negatif
İade formunu doldurmam gerekiyor.,nötr
"Kaliteli ürün, hızlı teslimat, daha ne istenir?",pozitif
Gönderilen ürünün rengi yanlış.,negatif
Açıklamada belirtilen özellikler doğru muydu?,nötr
"Hayran kaldım, tek kelimeyle harika.",pozitif
Web sitenizde fiyatlar sürekli değişiyor.,negatif
Eski adresi kullanarak sipariş vermişim.,nötr
Kesinlikle en iyi seçim.,pozitif
Aldığım hizmetten dolayı pişmanlık duyuyorum.,negatif
Hangi saatler arasında müsait olacağınızı belirtebilir misiniz?,nötr
Çözümünüz için minnettarım.,pozitif
Bu kadar kötü bir deneyim yaşayacağımı tahmin etmezdim.,negatif
Ürünün kullanım ömrü hakkında bir bilgi var mı?,nötr
Her zaman birinci sınıf hizmet.,pozitif
Teknik destek ekibiniz tamamen yetersiz.,negatif
Siparişimi ne zaman onaylayacaksınız?,nötr
Fiyat-performans olarak en iyisi.,pozitif
Bozuk ürünü geri göndermek için ekstra ücret ödedim.,negatif
Farklı bir teslimat noktasına yönlendirme yapabilir miyim?,nötr
Sizden hizmet almak bir ayrıcalık.,pozitif
Firmanızın politikaları müşteriyi cezalandırıyor.,negatif
Ürünün ambalajı hasar görmüş olabilir mi?,nötr
Güne harika bir başlangıç yaptırdınız.,pozitif
Sürekli beni mağdur ediyorlar.,negatif
Bu hizmeti daha önce hiç duymamıştım.,nötr
Uzman ekibiniz sayesinde sorunum çözüldü.,pozitif
Yanlış bilgilendirme yüzünden zamanım boşa gitti.,negatif
Şubeden teslim almam mümkün mü?,nötr
Tüm övgüleri hak ediyorsunuz.,pozitif
Gelen ürün hasarlı çıktı ve kimse ilgilenmedi.,negatif
Siparişimi takip etmek istiyorum.,nötr
Şimdiye kadarki en iyi müşteri deneyimi.,pozitif
Ürünü geri göndermeme rağmen para iadesi yapılmadı.,negatif
İletişim için telefon mu yoksa e-posta mı tercih ediyorsunuz?,nötr
Hizmetinizden çok etkilendim.,pozitif
"Firma, hata yaptığını kabul etmiyor.",negatif
Ödeme yaparken bir sorun yaşadım.,nötr
En hızlı kargo sizde.,pozitif
Verdiğim sipariş kafalarına göre iptal edilmiş.,negatif
Ürünün boyutları tam olarak nedir?,nötr
"Her şey için çok teşekkür ederim, mükemmeldi.",pozitif
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
Kişisel bilgilerim güvende mi?,nötr
"Sorunsuz bir süreç yaşadım, tebrikler.",pozitif
Ürünüm tamir edilmeden geri gönderildi.,negatif
Bu ürünün garanti belgesi var mı?,nötr
Müşteri memnuniyetini en üst düzeyde tutuyorsunuz.,pozitif
Sizden alışveriş yaptığıma bin pişman oldum.,negatif
Siparişimin içeriğini kontrol etmek istiyorum.,nötr
"Kesinlikle tavsiye ederim, pişman olmazsınız.",pozitif
Ürünün vaat edilen özellikleri yoktu.,negatif
Ödeme seçenekleri hakkında daha fazla bilgi alabilir miyim?,nötr
Aldığım hizmetten çok memnun kaldım.,pozitif
Bu firmanın kalitesi inanılmaz düşük.,negatif
İade işlemleri kaç gün sürüyor?,nötr
Çözüm odaklı yaklaşımınız harika.,pozitif
Parçaları eksik gönderdiler ve tamamlamadılar.,negatif
Ürünle ilgili yorumları okumayı bitirdim.,nötr
Tek kelimeyle harika bir hizmet.,pozitif
"Sürekli yalan söyleniyor, güvenimi kaybettim.",negatif
Fiyatlar neden bu kadar farklılık gösteriyor?,nötr
Mükemmel ötesi bir ürün.,pozitif
Teslimat görevlisi çok kaba davrandı.,negatif
Teslimatınız için hangi gün size uygun olur?,nötr
Hayatımda gördüğüm en iyi destek hattı.,pozitif
Bu kadar sorumsuz bir firma görmedim.,negatif
Adres değişikliği yapmam mümkün mü?,nötr
Kalite ve güvenin tek adresi.,pozitif
Ürünümü tamir etmek için benden ücret talep ettiler.,negatif
Bu markanın diğer ürünlerini de merak ettim.,nötr
Hizmetinizden dolayı çok teşekkür ederim.,pozitif
"Siparişimi teslim alacak kimse yoktu, geri gitti.",negatif
Yeni bir hesap oluşturmayı deneyeceğim.,nötr
Gözüm kapalı tavsiye ederim.,pozitif
Aldığım en kötü ürünlerden biriydi.,negatif
Ürününüzün demo sürümü mevcut mu?,nötr
Çok hızlı ve başarılı bir işlem.,pozitif
Sorunumu çözmek yerine beni geçiştirdiler.,negatif
İndirimli fiyatlar ne zamana kadar geçerli?,nötr
"İnanılmaz bir ürün, herkese tavsiye ederim.",pozitif
Ürünün teslimatı 1 ay sürdü.,negatif
Bu konuyla ilgili daha önce bir şikayetim olmuştu.,nötr
Bu kadar ilgili bir firma daha görmedim.,pozitif
Gelen ürün fotoğraftakiyle alakasız.,negatif
Kullanıcı sözleşmesini kabul ettim.,nötr
Hizmet kalitenizden çok etkilendim.,pozitif
Defalarca aradım ama hep meşgul çalıyor.,negatif
Ürününüzün hangi özelliklerini öne çıkarırsınız?,nötr
Tamamen müşteri memnuniyeti odaklı.,pozitif
Böyle bir deneyimi düşmanıma bile yaşatmam.,negatif
İlgili birim size kısa sürede dönüş yapacaktır.,nötr
"Muhteşem bir ürün, çok beğendim.",pozitif
"Gelen üründe çizikler vardı, ikinci el gibi.",negatif
Bu hizmetten kaç kişi yararlanıyor?,nötr
Her şey çok profesyonelceydi.,pozitif
İnternet sitenizden alışveriş yapmak çok zor.,negatif
Lütfen bana bir e-posta gönderin.,nötr
Bu parayı sonuna kadar hak ediyorsunuz.,pozitif
"Kargo şirketinden kaynaklı sorun yaşadım, firma ilgilenmedi.",negatif
Siparişimi ne zaman görebileceğimi merak ettim.,nötr
İşini hakkıyla yapan nadir firmalardan.,pozitif
Aldığım hizmetin kalitesi düştü.,negatif
Yeni kampanya başlatmayı düşünüyor musunuz?,nötr
Çözümünüz için tekrar teşekkürler.,pozitif
"Müşteri hizmetleri tam bir fiyasko, yetersiz.",negatif
Ürünün kurulum aşamalarını anlattım.,nötr
Gönül rahatlığıyla tercih edebilirsiniz.,pozitif
"Paramı iade etmiyorlar, beni mağdur ettiler.",negatif
Hangi ödeme yöntemlerini kabul ediyorsunuz?,nötr
Sizden alışveriş yapmak bir zevkti.,pozitif
Ürünün garantisi geçersiz sayıldı.,negatif
Bu ürünün farklı renk seçenekleri var mı?,nötr
Bu sektördeki en iyisi.,pozitif
Destek hattınızdan kimseye ulaşamıyorum.,negatif
Ürününüzün fiyatı nedir?,nötr
Süper bir hizmet aldım.,pozitif
"Müşteriye saygıları yok, çok kaba davrandılar.",negatif
Kullanıcı yorumlarını okuyarak karar verdim.,nötr
"Kesinlikle tavsiye ederim, beklentimi aştı.",pozitif
Ürünün kalitesi gerçekten kötü.,negatif
Bu ürünü kimler kullanabilir?,nötr
"Çok yardımcı oldunuz, minnettarım.",pozitif
Sorunumu çözmek yerine beni suçladılar.,negatif
Web sitesinde bir sorunla karşılaştım.,nötr
"Harika bir iş, tebrik ederim.",pozitif
İptal edilen siparişimin nedenini açıklamadılar.,negatif
Bu modelin teknik özellikleri nelerdir?,nötr
Fiyatına göre performansı çok yüksek.,pozitif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
Lütfen bana sipariş numaramı hatırlatır mısınız?,nötr
Yeni ürününüz gerçekten devrim niteliğinde.,pozitif
Ürünü geri gönderdim ama iadem yapılmadı.,negatif
Ödeme sayfasında takılıp kaldım.,nötr
Hizmet kaliteniz olağanüstü.,pozitif
Bu kadar yavaş bir kargo görmedim.,negatif
Ürünü almadan önce deneme şansım var mı?,nötr
En güvenilir firma.,pozitif
Bozuk ürünü geri almayı reddettiler.,negatif
E-posta yoluyla bir form göndereceğim.,nötr
İşinizi ciddiye aldığınız belli oluyor.,pozitif
Aldığım ürünün ömrü çok kısa sürdü.,negatif
Siparişimi ne zaman teslim edeceksiniz?,nötr
Süper hızlı ve kaliteli bir hizmet.,pozitif
Yetersiz stok sebebiyle siparişim iptal edildi.,negatif
Bu kampanyanın şartları nelerdir?,nötr
Gönül rahatlığıyla tavsiye ediyorum.,pozitif
Personeliniz çok kaba ve ilgisizdi.,negatif
Ürününüzün yorumlarını inceledim.,nötr
Bu kadar mükemmel bir hizmet görmedim.,pozitif
Firmanızın politikaları beni hayal kırıklığına uğrattı.,negatif
Faturanın bir kopyasını istiyorum.,nötr
Harikasınız! Her şey için teşekkürler.,pozitif
Ürünün kutusundan eksik parçalar çıktı.,negatif
Taksitli satış yapıyor musunuz?,nötr
"Aldığım en iyi hizmetti, çok memnun kaldım.",pozitif
Kargo ücreti çok yüksekti.,negatif
Siparişimi hediye paketi yapabilir misiniz?,nötr
Bu firma gerçekten işini biliyor.,pozitif
Telefonda beklerken canım çıktı.,negatif
Ürünün rengi fotoğraftan farklı görünüyor.,nötr
Müşteri memnuniyetini ilke edinmiş bir firma.,pozitif
Ürünü iade ettim ama takip numarası alamadım.,negatif
Teslimat saatini seçebiliyor muyum?,nötr
"Bu ürüne bayıldım, gerçekten kaliteli.",pozitif
"Hiçbir sorun çözülmedi, sadece zaman kaybettim.",negatif
Ürünün kullanım şekli hakkında bilgi alabilir miyim?,nötr
"Hizmetinizden çok memnun kaldım, tebrikler.",pozitif
Yalan yanlış bilgilerle beni mağdur ettiler.,negatif
Ürün stoğa ne zaman girer?,nötr
"Süper bir ürün, herkese tavsiye ederim.",pozitif
Kargo geldi ama beni evde bulamamış.,negatif
Bu ürünün kurulumu kolay mı?,nötr
Sorunsuz ve hızlı bir alışverişti.,pozitif
Ürünü geri göndermeme rağmen hala iade yapılmadı.,negatif
Siparişimi ne zaman kargoya verirsiniz?,nötr
"Çok iyi bir deneyimdi, teşekkürler.",pozitif
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
Ürününüzün fiyatı biraz yüksek.,nötr
Müşteri temsilciniz harikaydı.,pozitif
Ürünün kalitesizliği beni şaşırttı.,negatif
Teslimat adresimi değiştirmek mümkün mü?,nötr
Bu firmanın ürünleri gerçekten çok başarılı.,pozitif
"Hizmetiniz berbat, paramın iadesini istiyorum.",negatif
İndirimli ürünler iade edilebilir mi?,nötr
"Tüm beklentilerimi karşıladı, harika.",pozitif
Aldığım hizmet pişmanlık vericiydi.,negatif
Ürünün garanti koşullarını merak ettim.,nötr
"Harika bir ekip çalışması, çok etkilendim.",pozitif
"Sürekli aynı sorun tekrarlanıyor, çözüm yok.",negatif
Kargo takip numaramı kontrol ettim.,nötr
"Bu ürünü herkese öneririm, kalitesi tartışılmaz.",pozitif
Ürün görselden çok farklı çıktı.,negatif
Bu ürünün muadili var mı?,nötr
Mükemmel bir müşteri deneyimi yaşadım.,pozitif
Siparişimi kaybettiler ve umursamadılar.,negatif
Talebinizi iletmem için ne yapmam gerekiyor?,nötr
Firmanız gerçekten fark yaratıyor.,pozitif
Garanti kapsamı dışına çıkarıldım.,negatif
İletişim için hangi kanalı tercih etmeliyim?,nötr
"Çok memnun kaldım, hizmet kalitesi yüksek.",pozitif
Destek talebime 10 gündür cevap verilmedi.,negatif
Ürünün son teslim tarihi nedir?,nötr
Bu kadar ilgili bir firma görmedim.,pozitif
"Gelen ürünüm kırık çıktı, iadeyi kabul etmiyorlar.",negatif
Ürünle ilgili olumlu yorumlar okudum.,nötr
İşinizi çok iyi yaptığınız belli oluyor.,pozitif
Müşteri hizmetleri beni yanlış yönlendirdi.,negatif
Siparişimin faturası ne zaman kesilir?,nötr
Tekrar tekrar sizden hizmet alacağım.,pozitif
"Parayı aldılar, hizmeti vermekten kaçınıyorlar.",negatif
Bu ürünü denemek istiyorum.,nötr
Süper hızlı ve güvenilir.,pozitif
"Ürünüm arızalandı, muhatap bulamıyorum.",negatif
Sitenizden kolayca sipariş verdim.,nötr
Tüm personelinize teşekkürler.,pozitif
Bu kadar kötü bir deneyimi kimseye yaşatmayın.,negatif
Ürününüzün teknik servisi var mı?,nötr
Beklediğimden çok daha iyi bir ürün.,pozitif
"Teslimat süresi çok uzadı, şikayetçiyim.",negatif
Ürün hakkında bir sorum olacaktı.,nötr
Kalite ve profesyonellik bir arada.,pozitif
İptal talebime olumsuz dönüş yapıldı.,negatif
Bu ürünü nereden satın alabilirim?,nötr
Mükemmel bir fiyat/performans ürünü.,pozitif
Ürünün kullanımı çok karmaşık.,negatif
Geri bildirimim ne zaman sonuçlanır?,nötr
Aldığım hizmetten çok memnun kaldım.,pozitif
Firma taahhütlerini yerine getirmedi.,negatif
Bu konuyla ilgili bir video izledim.,nötr
Hızlı ve etkili çözümleriniz için teşekkürler.,pozitif
Gelen kargo kutusu patlamıştı.,negatif
Kargo ücretsiz mi olacak?,nötr
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
Ürününüz tam bir hayal kırıklığı.,negatif
Ürünü incelemek için zaman ayırdım.,nötr
Sürekli beni farklı departmanlara yönlendiriyorlar.,negatif
Bu hizmetin maliyeti nedir?,nötr
Çok profesyonel ve kaliteli bir hizmet aldım.,pozitif
"Yorumumu yayınlamıyorlar, sansür uyguluyorlar.",negatif
Kampanyanın detaylarını öğrenmek istiyorum.,nötr
Aldığım en iyi online hizmetti.,pozitif
Böyle kötü bir hizmet anlayışı görmedim.,negatif
Faturayı şirket adına düzenleyebilir misiniz?,nötr
Gönül rahatlığıyla tavsiye ederim.,pozitif
Müşteriyi ciddiye almıyorsunuz.,negatif
Siparişimin durumu hakkında bilgi alabilir miyim?,nötr
Tam da aradığım özelliklere sahip.,pozitif
"Ürün defolu geldi, iade etmek zorunda kaldım.",negatif
Teslimat tarihini değiştirebilir miyim?,nötr
Hizmetinizden çok etkilendim.,pozitif
Sürekli beni mağdur ediyorlar.,negatif
Bu ürünün başka renkleri var mı?,nötr
Uzun zamandır aradığım hizmet buydu.,pozitif
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
İade süresi kaç gündür?,nötr
"Her şey için teşekkürler, çok yardımcı oldunuz.",pozitif
"Sürekli yalan söyleniyor, güvenimi kaybettim.",negatif
Ürünü nereden teslim alabilirim?,nötr
Müşteri memnuniyetini önemsediğiniz belli oluyor.,pozitif
"Verilen sözlerin hiçbiri tutulmadı, büyük hayal kırıklığı.",negatif
Ödeme sayfasında bir sorunla karşılaştım.,nötr
Tek kelimeyle mükemmel!,pozitif
Telefon hattında yarım saat bekletildim.,negatif
Ürününüzün demo sürümü mevcut mu?,nötr
Güne harika bir başlangıç yaptırdınız.,pozitif
Gelen kargo kutusu tamamen ezilmişti.,negatif
Kişisel bilgilerim güvende mi?,nötr
Mükemmel ötesi bir ürün.,pozitif
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
Bu ürünün muadili var mı?,nötr
Süper bir hizmet aldım.,pozitif
"Paramı iade etmiyorlar, beni mağdur ettiler.",negatif
Ürününüzün yorumlarını inceledim.,nötr
"Bu kadar kaliteli bir ürün beklemiyordum, şaşırdım.",pozitif
"Ürün görseli yanıltıcı, gerçekte çok farklı görünüyor.",negatif
Teslimat süresi ne kadar sürer?,nötr
En hızlı kargo sizde.,pozitif
"Gelen kutu boş çıktı, böyle bir şey olabilir mi?",negatif
Ürünün garanti belgesi var mı?,nötr
Hizmetiniz beş yıldızı hak ediyor.,pozitif
Bu kadar sorumsuz bir firma görmedim.,negatif
Siparişimi hediye paketi yapabilir misiniz?,nötr
Şimdiye kadar denediklerimin en iyisiydi.,pozitif
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
İade formunu doldurmam gerekiyor.,nötr
Tüm beklentilerimi fazlasıyla karşıladı.,pozitif
Ürünü geri göndermeme rağmen hala iade yapılmadı.,negatif
Kullanıcı sözleşmesini kabul ettim.,nötr
Profesyonel yaklaşımınız için tebrikler.,pozitif
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
Bu ürünün kurulumu kolay mı?,nötr
"Her kuruşuna değdi, çok memnunum.",pozitif
Sürekli beni farklı departmanlara yönlendiriyorlar.,negatif
Ürünün son kullanma tarihi nedir?,nötr
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
Bozuk ürünü geri almayı reddettiler.,negatif
Hangi ödeme yöntemlerini kabul ediyorsunuz?,nötr
Hizmetinizden çok etkilendim.,pozitif
Ürünü aldıktan sonra hemen bozuldu.,negatif
Ürününüzün fiyatı nedir?,nötr
