review,label
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Çözüm odaklı yaklaşımınız harika.,pozitif
Ürünüm tamir edilmeden geri gönderildi.,negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Ürün tam bir hayal kırıklığı, çok eksik.",negatif
"Kullanım talimatları o kadar karmaşık ki, anlayamadım.",negatif
"Sipariş tam bir hayal kırıklığı, çok kaba.",negatif
"Hizmetinizden çok memnun kaldım, tebrikler.",pozitif
Sipariş beklediğimden çok daha sağlam çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Yeni ürününüz gerçekten devrim niteliğinde.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
En iyi hizmeti sizden aldım.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"İade sürecim hala sonuçlanmadı, çok yavaş işliyor.",negatif
"Kulaklık tam bir hayal kırıklığı, çok eksik.",negatif
Sürekli beni mağdur ediyorlar.,negatif
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
"Hiçbir sorun çözülmedi, sadece zaman kaybettim.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Müşteri temsilcisi çözüm sürecinde çok kaliteli davrandı.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Genel olarak kararsızım,nötr
"Kurye konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
Her şey olması gerektiği gibiydi,nötr
Aldığım hizmetin kalitesi düştü.,negatif
"Cihaz tam bir hayal kırıklığı, çok kaba.",negatif
"Siparişimi teslim alacak kimse yoktu, geri gitti.",negatif
"Kulaklık tam bir hayal kırıklığı, çok yavaş.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Müşteri hizmetleri ile görüşme sağlayamadım.,nötr
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Kişisel bilgilerim güvende mi?,nötr
İade formunu doldurmam gerekiyor.,nötr
Yaşadığım sorun çözülmediği gibi daha da büyüdü.,negatif
"Cihaz tam bir hayal kırıklığı, çok eksik.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Böyle kötü bir deneyimi kimseye yaşatmam.,negatif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
Böyle kötü bir hizmet anlayışı görmedim.,negatif
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
Kullanıcı yorumlarını okuyarak karar verdim.,nötr
Kurye çözüm sürecinde çok nazik davrandı.,pozitif
Sorunum anında bir şekilde halledildi.,pozitif
Destek ekibi çözüm sürecinde çok başarılı davrandı.,pozitif
Teknik destek ekibiniz tamamen yetersiz.,negatif
Ödeme yaparken bir sorun yaşadım.,nötr
Siparişim 15 gündür kargoya verilmedi.,negatif
Ürünün ağırlığı beklediğimden fazlaydı.,nötr
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
Cihaz beklediğimden çok daha kaliteli çıktı.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"İade işlemi başlattım, onaylanmasını bekliyorum.",nötr
Telefon beklediğimden çok daha kaliteli çıktı.,pozitif
İletişim için telefon mu yoksa e-posta mı tercih ediyorsunuz?,nötr
Sorunumu çözmek yerine beni suçladılar.,negatif
Bu markanın diğer ürünlerini de merak ettim.,nötr
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Paket tam bir hayal kırıklığı, çok eksik.",negatif
Bu hizmetten kaç kişi yararlanıyor?,nötr
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Bu kadar ilgili bir firma daha görmedim.,pozitif
"Bu kadar kaliteli bir ürün beklemiyordum, şaşırdım.",pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Aldığım hizmet pişmanlık vericiydi.,negatif
"Sipariş tam bir hayal kırıklığı, çok kaba.",negatif
Mükemmel bir fiyat/performans ürünü.,pozitif
Bu fiyat aralığında daha iyisini bulamazsınız.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
"Kurye konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
Bozuk ürünü geri almayı reddettiler.,negatif
Destek ekibi çözüm sürecinde çok nazik davrandı.,pozitif
Bu hizmetin yıllık ücreti ne kadar?,nötr
"İade sürecim hala sonuçlanmadı, çok yavaş işliyor.",negatif
Ürünü aldıktan sonra hemen bozuldu.,negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kurye konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
Beklediğimden çok daha hızlı sonuç aldım.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
Müşteri hizmetleri ile görüşme sağlayamadım.,nötr
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Teknik bir hata yüzünden siparişim karıştı.,negatif
Çalışanlarınızın samimiyeti beni çok mutlu etti.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Profesyonel yaklaşımınız için tebrikler.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Sipariş beklediğimden çok daha nazik çıktı.,pozitif
"Aldığım üründe kronik bir sorun varmış, belirtilmemişti.",negatif
Aldığım hizmetten dolayı pişmanlık duyuyorum.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Ürününüzün fiyatı nedir?,nötr
Personeliniz çok kaba ve ilgisizdi.,negatif
Ürünü incelemek için zaman ayırdım.,nötr
"Geri bildiriminiz için teşekkürler, incelemeye alacağız.",nötr
Görevli çözüm sürecinde çok hızlı davrandı.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Bu ürüne bayıldım, kalitesine diyecek yok.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Hangi ödeme yöntemlerini kabul ediyorsunuz?,nötr
Geri bildirimimin ne zaman değerlendirileceğini sormak istedim.,nötr
"Her şey için çok teşekkür ederim, mükemmeldi.",pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi sağlam.",pozitif
Ürünün kalitesizliği beni şaşırttı.,negatif
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
"Hizmetinizden çok memnun kaldım, tebrikler.",pozitif
Telefon beklediğimden çok daha sağlam çıktı.,pozitif
Görevli çözüm sürecinde çok nazik davrandı.,pozitif
Gelen ürün hasarlı çıktı ve kimse ilgilenmedi.,negatif
"Hızlı ve güvenilir bir firma, çok memnun kaldım.",pozitif
"Paket tam bir hayal kırıklığı, çok kaba.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Tüm beklentilerimi karşıladı, harika.",pozitif
Beklediğimden çok daha iyi performans gösterdi.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Kulaklık beklediğimden çok daha sağlam çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Bu ürünün diğer modelleri de mevcut mu?,nötr
Teslimat süresi ne kadar sürer?,nötr
Ürün beklediğimden çok daha hızlı çıktı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi nazik.",pozitif
Paket beklediğimden çok daha hızlı çıktı.,pozitif
Sürekli beni mağdur ediyorlar.,negatif
"Destek ekibi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Böyle kötü bir deneyimi kimseye yaşatmam.,negatif
"Kullanım talimatları o kadar karmaşık ki, anlayamadım.",negatif
"Telefon tam bir hayal kırıklığı, çok eksik.",negatif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"İade sürecim hala sonuçlanmadı, çok yavaş işliyor.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Bu kadar ilgili bir firma daha görmedim.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi başarılı.",pozitif
Teslimat süresi ne kadar sürer?,nötr
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Müşteri temsilcisi çok nazik ve çözüm odaklıydı.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
"Destek ekibi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Paramı iade etmiyorlar, beni mağdur ettiler.",negatif
Paket beklediğimden çok daha nazik çıktı.,pozitif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
Destek ekibi çözüm sürecinde çok başarılı davrandı.,pozitif
En iyi hizmeti sizden aldım.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Ürünün ağırlığı beklediğimden fazlaydı.,nötr
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Ürünün son kullanma tarihi nedir?,nötr
"Kurye konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Cihaz beklediğimden çok daha kaliteli çıktı.,pozitif
"Sipariş tam bir hayal kırıklığı, çok defolu.",negatif
"Destek ekibi konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Ürünün kalitesi gerçekten kötü.,negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Paket beklediğimden çok daha ilgili çıktı.,pozitif
Tüm beklentilerimi fazlasıyla karşıladı.,pozitif
Web sitesinde bir sorunla karşılaştım.,nötr
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
"Görevli konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
"Hayatımı kolaylaştırdınız, teşekkür ederim!",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Her şey zamanında ve eksiksiz ulaştı.,pozitif
Müşteri temsilcisi çözüm sürecinde çok kaliteli davrandı.,pozitif
Teslimat süresi ne kadar sürer?,nötr
Aldığım hizmetten çok memnun kaldım.,pozitif
Müşteri temsilcisi çözüm sürecinde çok ilgili davrandı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi başarılı.",pozitif
Bu kadar sorumsuz bir firma görmedim.,negatif
Ürün beklediğimden çok daha kaliteli çıktı.,pozitif
Sipariş beklediğimden çok daha ilgili çıktı.,pozitif
"Destek ekibi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Bu hizmetin maliyeti nedir?,nötr
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
İletişim için telefon mu yoksa e-posta mı tercih ediyorsunuz?,nötr
"Cihaz tam bir hayal kırıklığı, çok eksik.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Bu sektördeki en iyisi.,pozitif
"Kurye konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Siparişimi ne zaman onaylayacaksınız?,nötr
"Hızlı ve güvenilir bir firma, çok memnun kaldım.",pozitif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
Ürünün ağırlığı beklediğimden fazlaydı.,nötr
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Ürünün muadili var mı?,nötr
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Gerçekten çok başarılı bir ürün çıkarmışsınız.,pozitif
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
"Kurye konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Müşteri temsilcisi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Paket tam bir hayal kırıklığı, çok yavaş.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi hızlı.",pozitif
Kullanıcı sözleşmesini kabul ettim.,nötr
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
"Destek ekibi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
Müşteri hizmetleri beni yanlış yönlendirdi.,negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
En iyi hizmeti sizden aldım.,pozitif
"Destek ekibi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
Öncelikle web sitenizi ziyaret ettim.,nötr
Müşteri temsilcisi çözüm sürecinde çok nazik davrandı.,pozitif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Telefon tam bir hayal kırıklığı, çok kalitesiz.",negatif
"Defolu ürün göndermişler, bu kabul edilemez.",negatif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
Bu ürünün başka renkleri var mı?,nötr
Kampanyanın detaylarını öğrenmek istiyorum.,nötr
Bu sektördeki en iyisi.,pozitif
"Kulaklık tam bir hayal kırıklığı, çok yavaş.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sipariş beklediğimden çok daha kaliteli çıktı.,pozitif
Ürünle ilgili net bir duygu oluşmadı,nötr
"Siparişimi teslim alacak kimse yoktu, geri gitti.",negatif
"Ürün tam bir hayal kırıklığı, çok kalitesiz.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Ürünün kalitesizliği beni şaşırttı.,negatif
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Kesinlikle öneririm, hizmet kalitesi sağlam.",pozitif
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
Görevli çözüm sürecinde çok nazik davrandı.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Tek kelimeyle mükemmel!,pozitif
Fiyat-performans olarak en iyisi.,pozitif
Müşteri odaklı çözümleriniz takdire şayan.,pozitif
"Telefon tam bir hayal kırıklığı, çok kaba.",negatif
Görevli çözüm sürecinde çok ilgili davrandı.,pozitif
"Fatura yanlış kesilmiş, düzeltilmesini istiyorum.",negatif
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Lütfen bana bir e-posta gönderin.,nötr
Ürün beklediğimden çok daha ilgili çıktı.,pozitif
Sipariş beklediğimden çok daha başarılı çıktı.,pozitif
Profesyonel yaklaşımınız için tebrikler.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Hayatımı kolaylaştırdınız, teşekkür ederim!",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Hangi ödeme yöntemlerini kabul ediyorsunuz?,nötr
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
"Verdiğim paraya yazık oldu, kesinlikle almayın.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi sağlam.",pozitif
Bu kadar sorumsuz bir firma görmedim.,negatif
Müşteri temsilcisi çözüm sürecinde çok başarılı davrandı.,pozitif
Bu ürünün garanti süresi kaç yıl?,nötr
Siparişimi gönderdikten sonra benimle iletişime geçmediler.,negatif
Tüm sorularıma sabırla cevap verdiler.,pozitif
Bu hizmetin yıllık ücreti ne kadar?,nötr
"Sorunsuz bir süreç yaşadım, tebrikler.",pozitif
"Kulaklık tam bir hayal kırıklığı, çok eksik.",negatif
"İade sürecim hala sonuçlanmadı, çok yavaş işliyor.",negatif
Yanlış bilgilendirme yüzünden zamanım boşa gitti.,negatif
"Fatura yanlış kesilmiş, düzeltilmesini istiyorum.",negatif
"Destek ekibi konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Görevli konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
Gerçekten çok başarılı bir ürün çıkarmışsınız.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Görevli çözüm sürecinde çok kaliteli davrandı.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi sağlam.",pozitif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Telefon beklediğimden çok daha hızlı çıktı.,pozitif
Cihaz beklediğimden çok daha kaliteli çıktı.,pozitif
Kullanıcı sözleşmesini kabul ettim.,nötr
Sorunum profesyonel bir şekilde halledildi.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Beklediğimden çok daha hızlı sonuç aldım.,pozitif
Sorunum anında bir şekilde halledildi.,pozitif
Kurye çözüm sürecinde çok ilgili davrandı.,pozitif
"Tüm beklentilerimi karşıladı, harika.",pozitif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
"Aldığım üründe kronik bir sorun varmış, belirtilmemişti.",negatif
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Cihaz tam bir hayal kırıklığı, çok kötü.",negatif
Tüm övgüleri hak ediyorsunuz.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Ürünün kurulum aşamalarını anlattım.,nötr
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
Kurye çözüm sürecinde çok başarılı davrandı.,pozitif
Paket beklediğimden çok daha ilgili çıktı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Teknik bir hata yüzünden siparişim karıştı.,negatif
Bu markanın diğer ürünlerini de merak ettim.,nötr
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Profesyonellik ve kalite bir arada.,pozitif
Siparişimi kaybettiler ve umursamadılar.,negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Aldığım üründe kronik bir sorun varmış, belirtilmemişti.",negatif
Yetersiz stok sebebiyle siparişim iptal edildi.,negatif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Müşteri temsilcisi çözüm sürecinde çok nazik davrandı.,pozitif
"Ürün tam bir hayal kırıklığı, çok defolu.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Müşteri temsilcisi çözüm sürecinde çok kaliteli davrandı.,pozitif
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Aldığım hizmet pişmanlık vericiydi.,negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Kargo süresi normaldi,nötr
"Kesinlikle öneririm, hizmet kalitesi nazik.",pozitif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Paket beklediğimden çok daha sağlam çıktı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Lütfen bana sipariş numaramı hatırlatır mısınız?,nötr
İptal edilen siparişimin nedenini açıklamadılar.,negatif
"Telefon tam bir hayal kırıklığı, çok eksik.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi kaliteli.",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Faturanın bir kopyasını istiyorum.,nötr
Bu ürünün kurulumu kolay mı?,nötr
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Ürünün kurulum aşamalarını anlattım.,nötr
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Sizden hizmet almak bir ayrıcalık.,pozitif
"Görevli konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
Personeliniz çok kaba ve ilgisizdi.,negatif
Bu sektördeki en iyisi.,pozitif
Profesyonellik ve kalite bir arada.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Hizmetinizden çok memnun kaldım, tebrikler.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Yaşadığım sorun çözülmediği gibi daha da büyüdü.,negatif
Sizden hizmet almak büyük bir ayrıcalık.,pozitif
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
"Sipariş tam bir hayal kırıklığı, çok kaba.",negatif
Teslimat sürecinde olağan bir durumdu,nötr
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Mükemmel bir alışveriş deneyimiydi.,pozitif
Destek ekibi çözüm sürecinde çok ilgili davrandı.,pozitif
Siparişimin içeriğini kontrol etmek istiyorum.,nötr
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
Mükemmel bir alışveriş deneyimiydi.,pozitif
Ürün işlevsel,nötr
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Çözüm odaklı yaklaşımınız sayesinde sorunum hemen çözüldü.,pozitif
Ürünle ilgili kararsız kaldım,nötr
Ürünün son kullanma tarihi nedir?,nötr
"Telefon tam bir hayal kırıklığı, çok kaba.",negatif
Böyle kötü bir deneyimi kimseye yaşatmam.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Ürünü incelemek için zaman ayırdım.,nötr
"Her kuruşuna değdi, çok memnunum.",pozitif
Bozuk ürünü geri almayı reddettiler.,negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişimi hediye paketi yapabilir misiniz?,nötr
Siparişimin içeriğini kontrol etmek istiyorum.,nötr
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Bu hizmetin yıllık ücreti ne kadar?,nötr
"Siparişimi teslim alacak kimse yoktu, geri gitti.",nötr
"Görevli konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
